,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,A.1_DikeIncrease,A.2_DikeIncrease,A.3_DikeIncrease,A.4_DikeIncrease,A.5_DikeIncrease,A.1_Expected Annual Damage,A.1_Dike Investment Costs,A.1_Expected Number of Deaths,A.2_Expected Annual Damage,A.2_Dike Investment Costs,A.2_Expected Number of Deaths,A.3_Expected Annual Damage,A.3_Dike Investment Costs,A.3_Expected Number of Deaths,A.4_Expected Annual Damage,A.4_Dike Investment Costs,A.4_Expected Number of Deaths,A.5_Expected Annual Damage,A.5_Dike Investment Costs,A.5_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs
2726,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,3,7,1,0,7,0,0,0,0,3,0,1,5,0,4,4,0,1,6,6,2,0.0,109503342.08350585,0.0,0.0,73315450.27094865,0.0,95941278.91947772,24198032.45136138,0.00975699405718845,5209926.243166352,17767801.395336673,0.0001518071278528114,75153404.27262385,71555540.28476302,0.003895061459889385,760700000.0,4453.206515088767
2727,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,6,7,6,0,1,0,1,1,0,0,7,0,0,0,7,1,1,4,1,154572138.73916227,144075745.84278923,0.05136140769346234,0.0,112832601.01821715,0.0,0.0,41292219.28177295,0.0,22373909.420709543,14261651.781499248,0.005351071670233636,180958335.20607758,0.0,0.07836913324591596,92100000.0,0.0
2728,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,4,6,3,0,6,0,0,3,0,7,3,0,4,6,6,2,1,0.0,66507014.9338145,0.0,0.0,195852439.4381294,0.0,29895795.688479245,31398797.71871161,0.02519202935879332,9828728.84150998,8453407.696608048,0.002348232913357083,0.0,82593104.13074732,0.0,535300000.0,0.0
2729,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,3,0,4,1,0,1,0,0,0,0,1,0,7,6,6,0,1,0.0,117680843.07115024,0.0,7042888.308966804,106860238.4866137,0.003325095893561303,129148391.80619578,41292219.28177295,0.11159709769701075,38140539.39157935,0.0,0.009220403398173989,113669106.2181764,25037214.086173728,0.049271672517647615,435600000.0,0.0
2730,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,2,8,6,2,7,1,0,0,1,1,1,7,0,0,1,6,3,5,3,1,0.0,203821897.38021696,0.0,6024027.899549092,172979540.6196893,0.00100783284489057,126781374.71535356,20299287.62732069,0.03886336128508923,5858343.443028657,28110557.82447955,0.0005533641214397333,210748946.64936298,25037214.086173728,0.032822516037041324,333100000.0,4514.728533746023
2731,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,7,3,0,7,1,6,2,2,6,1,4,0,0,0,7,10,2,4,1,0.0,121644599.3504275,0.0,25121159.463198196,121701716.67461371,0.011290897081965037,0.0,87522215.84550698,0.0,0.0,32585053.787652515,0.0,120487663.19873318,0.0,0.05208073467564285,1268900000.0,0.0
2732,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,5,3,3,10,7,5,0,3,7,0,1,4,0,0,0,4,6,2,4,1,0.0,159334604.94970015,0.0,0.0,307297634.57326657,0.0,104227685.20849493,62048975.90137317,0.010682322291788632,12941956.679791208,16347288.792964684,0.0003805165613279746,201863625.8268708,0.0,0.010506297160726256,653400000.0,8641.343472002967
2733,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,7,3,1,5,4,9,0,2,3,7,3,1,4,5,1,4,1,0.0,47847947.961454235,0.0,0.0,187362096.66437703,0.0,0.0,114980124.65934801,0.0,7315436.610428006,16373078.863592021,0.0017901964972222978,0.0,117628654.87407616,0.0,814600000.0,0.0
2734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,9,1,0,0,6,0,7,2,1,0,3,0,4,6,5,4,1,154572138.73916227,110573595.57493308,0.01849010676964644,0.0,141741570.95077625,0.0,91362160.48033081,31398797.71871161,0.027681867988660777,0.0,32090609.224667348,0.0,33012696.151407376,30351526.042379983,0.005256678770659913,0.0,1897.9424945854535
2735,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,1,6,1,6,0,7,0,3,7,5,1,4,1,0.0,0.0,0.0,54172964.50478901,87722647.49511826,0.02457153997254893,78944686.47462091,52771009.1301844,0.06691779787451964,0.0,19337348.34775413,0.0,0.0,82593104.13074732,0.0,423600000.0,0.0
2736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,3,1,7,0,0,3,7,5,1,5,1,463716416.2174868,0.0,0.05547032030893932,0.0,90143923.5488522,0.0,274086481.4409924,0.0,0.08304560396598233,0.0,31757757.28158001,0.0,0.0,30351526.042379983,0.0,0.0,4282.8324635494
2737,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,3,5,7,5,0,0,0,0,1,0,6,5,5,4,1,0.0,96223098.04916811,0.0,3521444.154483402,167388993.22428545,0.0016625479467806516,0.0,112380194.58971128,0.0,39480379.85469103,0.0,0.009782574221857215,113669106.2181764,25037214.086173728,0.049271672517647615,435600000.0,0.0
2738,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,4,1,5,0,6,0,0,1,0,0,6,6,3,1,0.0,82177854.37813279,0.0,69870132.62130612,38245121.951764055,0.03159736554023396,0.0,83689403.43399769,0.0,8014974.371499801,12586457.998778107,0.0017956993862136286,133926956.77242373,25037214.086173728,0.058019064877408356,248500000.0,0.0
2739,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3,0,0,1,0,0,1,0,7,1,5,6,7,6,4,1,0.0,66507014.9338145,0.0,16240960.229553534,87722647.49511826,0.007506449910015187,134201065.97789882,20299287.62732069,0.1148606002329838,10809293.29390716,6320800.309666242,0.0026817056529444714,0.0,123857161.70984554,0.0,205800000.0,0.0
2740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,1,3,3,3,0,0,1,7,0,7,7,1,331168699.78818774,32694901.094161935,0.11026823932613074,3353720.1521367826,131469340.4991319,0.0015143070356157101,231759595.65137172,20299287.62732069,0.19608098558371084,0.0,28144893.72451978,0.0,38352767.840348504,25037214.086173728,0.01665890277121531,0.0,0.0
2741,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,9,0,0,1,0,4,4,0,0,5,0,0,7,6,1,5,7,1,0.0,157698046.7589441,0.0,47735008.041148566,38245121.951764055,0.021646229965830377,23492143.945349116,56604892.31464201,0.0197442813461202,17651666.34818973,11068771.68625446,0.004167680469190178,178468064.80542177,44193513.54513965,0.07709773968049777,704500000.0,0.0
2742,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,6,4,8,2,7,0,10,6,4,6,3,6,0,1,0,7,4,1,2,1,0.0,226020801.4478343,0.0,5993676.737587691,121229975.87047109,0.0027727101583160025,0.0,133352354.0996457,0.0,0.0,39958772.73798215,0.0,120195624.90804154,25037214.086173728,0.05218635280482686,1486700000.0,0.0
2743,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,1,1,0,0,1,0,0,0,7,1,5,4,1,0.0,53972506.18695759,0.0,48969848.85053859,42818415.6714978,0.02273762967109934,172790447.7931673,41292219.28177295,0.14822265734421403,25387012.058163986,6320800.309666242,0.006131799527502862,147030514.1822045,0.0,0.06355733952486642,217800000.0,0.0
2744,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,3,9,6,2,7,3,0,5,0,9,6,1,0,0,6,4,7,4,4,1,0.0,227468518.8780734,0.0,6024027.899549092,185966045.53029978,0.0027995356802515835,30358335.715725634,28798397.130608946,0.0259039716806733,0.0,45637852.57723374,0.0,199461437.92915106,40273672.383724004,0.086497888144676,1706200000.0,0.0
2745,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,1,4,2,0,0,7,6,1,0,5,3,0,0,6,3,5,6,3,1,22024422.30986318,117680843.07115024,0.0009054508727047265,18072083.698647276,42818415.6714978,0.00100783284489057,0.0,105364271.73040974,0.0,10010052.618432695,21068617.1353041,0.0002909175383709868,198939267.5530436,40273672.383724004,0.01034264919481681,286800000.0,6925.9557078572125
2746,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3,1,0,5,2,0,2,0,0,0,0,3,7,0,1,0,7,6,1,5,1,44048844.61972636,88511693.9986257,0.001810901745409453,6868595.252038373,88613111.95505467,0.0003805258799773712,89687387.06543773,0.0,0.009069130569165595,9828728.84150998,24227584.784522224,0.00028178794960284994,218127050.74462116,25037214.086173728,0.011348140405048562,317500000.0,9299.125264509854
2747,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,7,0,0,1,4,6,6,1,1,0.0,66507014.9338145,0.0,91387836.79676868,38245121.951764055,0.041002801262003064,67391754.85746442,20299287.62732069,0.056917687245368734,0.0,24227584.784522224,0.0,93734062.92566082,25037214.086173728,0.04043400035807005,504600000.0,0.0
2748,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,0,3,1,0,0,7,7,0,0,0,1,4,5,1,0.0,66507014.9338145,0.0,75270360.64815415,66045103.44010488,0.03360549132251477,19443872.39795969,46650169.32145682,0.016298572950204857,16029948.742999602,14261651.781499248,0.003591398772427257,0.0,44193513.54513965,0.0,550900000.0,0.0
2749,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,1,2,0,6,0,0,3,4,0,0,8,0,0,2,5,1,3,6,1,0.0,147848759.27215046,0.0,37635180.32407708,66045103.44010488,0.016802745661257387,19443872.39795969,53401633.19836887,0.016298572950204857,21197706.06540918,16108916.742160894,0.005066042107304091,109355743.94343702,27578229.96765524,0.04749811403120939,333100000.0,0.0
2750,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,7,6,1,0,2,0,0,6,6,0,7,7,9,6,7,0,6,7,1,0.0,202621123.7507406,0.0,35985935.30789763,82526679.5239558,0.005997615507876973,108675045.91830786,31398797.71871161,0.03331045583184973,0.0,30033571.88243507,0.0,0.0,180335552.83916533,0.0,461900000.0,1553.5693498010892
2751,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,6,0,6,6,0,0,7,1,3,7,3,9,7,3,7,4,6,1,2,1,0.0,134996357.6629468,0.0,0.0,66045103.44010488,0.0,0.0,91563991.34816906,0.0,0.0,50346299.58309312,0.0,0.0,144434812.27797168,0.0,929900000.0,0.0
2752,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,1,8,1,7,7,7,2,5,0,1,7,0,0,0,8,6,6,3,1,0.0,175503004.04341638,0.0,16323282.95017953,209991277.7959833,0.002728515560531921,0.0,101234617.08095992,0.0,19529955.740763452,21069784.935395602,0.001752364254006949,246044811.23672464,0.0,0.03837652528424438,387000000.0,4075.9067175526015
2753,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,7,7,5,3,0,1,0,0,1,0,0,0,0,0,0,4,6,2,4,0,0.0,240736110.61674637,0.0,0.0,90143923.5488522,0.0,66308910.752078526,20299287.62732069,0.05600676412437608,38890478.628849015,0.0,0.00953506321800741,149363218.93744168,0.0,0.06450429641013544,279200000.0,0.0
2754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,9,0,2,0,0,3,0,0,5,0,0,0,0,2,5,7,1,154572138.73916227,82486364.32617709,0.007704211154019352,0.0,147929705.47326633,0.0,195589845.68882576,24198032.45136138,0.024887014526677784,11162111.250765095,11068771.68625446,0.0003778916561530168,101696493.016653,0.0,0.006619925385297823,0.0,6886.760778473175
2755,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,8,0,0,0,0,0,1,0,2,4,1,0,3,3,6,1,5,1,0.0,148109603.73393282,0.0,113796012.82570642,0.0,0.05119527018760123,107521702.34612139,20299287.62732069,0.09041007574351215,0.0,17701182.393370774,0.0,0.0,56425877.743436806,0.0,339000000.0,0.0
2756,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,7,0,0,0,0,0,0,6,7,7,3,0,7,5,6,2,1,0.0,42291505.65437629,0.0,0.0,73315450.27094865,0.0,219332933.74981678,0.0,0.18743368026066298,0.0,30033571.88243507,0.0,0.0,82593104.13074732,0.0,558500000.0,0.0
2757,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,1,3,3,1,5,1,9,0,0,1,0,0,2,6,3,1,309144277.47832453,42291505.65437629,0.03698021353929288,37852509.50668127,87722647.49511826,0.005967697690386609,0.0,79591223.60465036,0.0,0.0,25084879.266411718,0.0,67820214.85820481,25037214.086173728,0.010690785440412472,30700000.0,2420.551882118725
2758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,1,3,0,2,0,0,0,0,1,4,7,6,6,4,1,309144277.47832453,68139002.95605196,0.10272281538692468,47411245.888587706,90143923.5488522,0.0209457782391219,0.0,48716867.66610375,0.0,27954965.046092086,0.0,0.006610710524077025,0.0,59554855.274964996,0.0,0.0,0.0
2759,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,7,7,3,0,4,0,0,1,6,5,0,7,1,7,7,7,6,7,1,0.0,192314896.29996094,0.0,7008029.697581118,106860238.4866137,0.003294286514811329,140063603.73078284,20299287.62732069,0.12001873509506963,0.0,26127534.665142894,0.0,0.0,133692142.82376754,0.0,595100000.0,0.0
2760,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,7,0,2,3,0,2,7,7,1,6,9,6,4,1,0.0,47847947.961454235,0.0,80803347.87604645,38245121.951764055,0.036763131430170154,0.0,62267437.976033404,0.0,0.0,16563094.679399516,0.0,0.0,140180881.73641115,0.0,217800000.0,0.0
2761,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,7,8,5,5,0,0,0,1,0,0,0,9,0,0,1,7,1,0,5,1,0.0,254011967.06579763,0.0,0.0,59410102.93073928,0.0,108974779.25439999,20299287.62732069,0.09290455701342283,17010781.2721577,18144080.211109996,0.004069483239343757,232838316.91312975,25037214.086173728,0.10077071754752454,371400000.0,0.0
2762,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,3,7,10,5,10,0,6,0,1,7,1,8,1,0,0,1,7,6,2,6,1,0.0,284017561.51690406,0.0,0.0,191944887.81282952,0.0,45500427.12531548,55690229.411618516,0.00464636862175571,262683.4277152124,31532862.332787845,7.816369500564268e-06,127953524.62595616,25037214.086173728,0.006619892945766395,881900000.0,4807.880879433252
2763,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,9,0,0,1,1,0,6,0,0,0,1,7,0,6,4,1,0.0,85264360.79025151,0.0,16323282.95017953,131312232.00609401,0.007579209890366447,172506606.75841582,41292219.28177295,0.14778576878663602,5581055.625382547,12586457.998778107,0.0012596388538433892,135595542.3767391,25037214.086173728,0.05871481015936992,217800000.0,0.0
2764,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,4,1,0,2,1,0,6,0,0,8,0,9,1,7,1,6,0,1,0.0,133184765.95309454,0.0,36168010.054842465,82526679.5239558,0.006055548381904877,88475636.5408458,52771009.1301844,0.027393544674917707,23763782.32758837,16108916.742160894,0.002041817617088689,44181185.409853876,86991916.17017467,0.006857633802065605,302400000.0,2368.9627611863857
2765,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,3,0,1,3,0,7,6,7,1,8,0,3,4,4,0,0,4,1,0.0,111738176.02288951,0.0,41156312.89118672,87722647.49511826,0.01861544704110206,18975916.466528837,73946120.41768885,0.016061495231406063,0.0,43335287.655236766,0.0,16943288.75008144,67268466.33257627,0.0072222184604175295,1135700000.0,0.0
2766,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,4,1,9,5,1,0,1,2,1,5,7,7,7,0,3,5,0,7,6,7,1,0.0,196398652.2225721,0.0,40528295.11982066,77797112.44472042,0.0022409518128664995,9448954.276458586,75730719.19444877,0.0009764681703141261,0.0,55132637.76085901,0.0,0.0,70917961.72350763,0.0,1917900000.0,1437.6129150042873
2767,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3,0,3,3,5,0,0,0,2,7,5,1,5,1,0.0,32694901.094161935,0.0,80803347.87604645,38245121.951764055,0.036763131430170154,4888373.725499232,50962397.12067895,0.004255594190410456,0.0,20696082.48629594,0.0,89234032.40271088,27578229.96765524,0.038548869840248884,909500000.0,0.0
2768,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,7,0,6,7,0,0,0,7,2,5,4,1,0.0,32694901.094161935,0.0,91387836.79676868,38245121.951764055,0.0147610084543211,38887744.79591938,34221561.73832255,0.011734972524147496,8014974.371499801,30033571.88243507,0.0006464517790369062,130534699.35793614,0.0,0.02024421951093586,466300000.0,3582.4513583553417
2769,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,4,0,0,1,0,3,1,0,7,5,0,0,7,7,1,5,7,1,0.0,82177854.37813279,0.0,47735008.041148566,38245121.951764055,0.021646229965830377,23532656.3224413,46650169.32145682,0.0198066380592972,12055427.850356488,28265438.623856276,0.002908670397272475,133415217.81256476,44193513.54513965,0.05759785262376446,363800000.0,0.0
2770,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,8,0,1,0,0,2,0,0,6,0,0,0,0,1,6,5,1,22024422.30986318,101474517.63440433,0.007545423939206054,0.0,131317077.63893835,0.0,107610785.98031884,22167818.198803753,0.09159264626073989,25252758.310590982,12586457.998778107,0.006073816179008429,201271972.30828077,0.0,0.08713570017540911,30700000.0,0.0
2771,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,4,1,0,2,0,0,0,0,0,2,0,0,0,7,2,5,7,1,154572138.73916227,88429031.37443781,0.007704211154019352,18091183.073878318,82526679.5239558,0.0012458947299967607,115641717.30268562,0.0,0.014700264527926405,23279146.283187404,7332080.219521779,0.0008255421214865965,151490888.18822128,0.0,0.009799711469064495,30700000.0,7437.446191051134
2772,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,3,6,4,5,1,3,1,6,8,6,7,0,6,0,0,6,0,6,5,7,1,0.0,194778344.05993843,0.0,16035153.427988525,131469340.4991319,0.000878945995096443,0.0,127269761.44905394,0.0,0.0,30185557.33409556,0.0,94133127.775899,40273672.383724004,0.004864242331655491,492600000.0,3240.0828344561696
2773,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,4,2,0,5,1,0,0,0,0,0,0,0,0,7,6,6,4,1,0.0,117680843.07115024,0.0,12048055.799098184,106358076.75473303,0.005599071360503167,91537547.17442328,20299287.62732069,0.07842385736389987,38663343.2429651,0.0,0.00943976165749668,149363218.93744168,0.0,0.06450429641013544,768700000.0,0.0
2774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,2,0,2,0,0,7,0,1,8,0,0,0,0,5,5,5,1,0.0,68139002.95605196,0.0,32646565.90035906,88613111.95505467,0.005457031121063842,185354661.35536316,34221561.73832255,0.05682124061161506,5581055.625382547,22980172.52035899,0.00045346998738362003,104620851.29048017,0.0,0.016378764822443118,0.0,3900.124764123735
2775,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,2,1,7,7,7,0,0,0,10,2,3,2,0.0,139382316.28490794,0.0,144470345.92706218,0.0,0.06481413494831179,182724320.96066162,22167818.198803753,0.15378815549255986,0.0,39729636.51553115,0.0,0.0,44193513.54513965,0.0,84600000.0,0.0
2776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0,1,2,0,6,0,0,0,1,3,0,6,4,1,309144277.47832453,37255203.23710208,0.03698021353929288,98343935.93165882,47842699.56310011,0.015679477593008806,122726404.66309774,43224599.14167526,0.03739073202596916,5581055.625382547,12586457.998778107,0.00045346998738362003,64895856.584377654,25037214.086173728,0.010199841542684126,0.0,4491.784839539081
2777,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,1,3,4,0,0,1,2,7,6,0,3,1,309144277.47832453,42291505.65437629,0.10272281538692468,111145774.72735494,38245121.951764055,0.04947076636861025,187755283.39965907,20299287.62732069,0.15883962041240204,0.0,19176830.963968083,0.0,0.0,53557815.768892445,0.0,256100000.00000003,0.0
2778,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,7,0,1,4,1,0,1,0,0,0,0,4,1,5,6,5,1,1,0.0,144075745.84278923,0.0,64480064.925866924,93427003.66768599,0.02918392153980371,95129550.34715207,41292219.28177295,0.08192613141806679,30350727.870165102,0.0,0.007242083874521018,0.0,62015940.60605301,0.0,302400000.0,0.0
2779,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6,3,0,3,0,6,0,7,4,1,6,10,1,2,2,0.0,0.0,0.0,96313563.95137478,66045103.44010488,0.043209423298874526,0.0,50962397.12067895,0.0,0.0,12586457.998778107,0.0,0.0,122653711.08936381,0.0,1032400000.0,0.0
2780,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,3,10,8,2,3,0,6,4,0,1,0,0,0,7,7,6,2,7,1,0.0,147485483.76362175,0.0,0.0,204248901.674556,0.0,48052534.477505885,63699598.27434066,0.040780194842351805,16604122.144186337,6320800.309666242,0.004197112567584302,172396178.80901447,44193513.54513965,0.07451475288723282,673800000.0,0.0
2781,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6,0,2,0,4,1,1,7,3,0,7,1,7,5,1,0.0,32694901.094161935,0.0,75270360.64815415,66045103.44010488,0.03360549132251477,25933576.760862358,22167818.198803753,0.0218787732876842,0.0,24402350.586868413,0.0,0.0,82593104.13074732,0.0,722400000.0,0.0
2782,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,6,5,0,0,0,1,1,0,0,1,0,0,0,7,1,9,4,1,0.0,60717312.84309486,0.0,0.0,59410102.93073928,0.0,36361721.72723859,41292219.28177295,0.03073563006315165,33477225.438267607,6320800.309666242,0.008347484084922013,196818253.8280184,0.0,0.08505877166157824,279200000.0,0.0
2783,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,7,5,0,7,2,4,0,0,4,0,0,0,6,3,2,7,1,0.0,107385518.6904647,0.0,0.0,148478841.59446153,0.0,0.0,97993913.13137662,0.0,26365463.387818757,9695195.36216505,0.006540685442180925,204196330.58210796,0.0,0.0884994332246545,471600000.0,0.0
2784,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,3,0,1,1,0,7,1,5,1,2,1,2,0,0,1,5,7,4,6,10,1,0.0,66507014.9338145,0.0,25121159.463198196,121701716.67461371,0.0013549076498358043,0.0,79930357.93587255,0.0,0.0,13903423.98391871,0.0,52617186.72885284,62967163.32200457,0.0027339158800376794,1658200000.0,2221.2598949942007
2785,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,7,1,2,3,5,0,0,1,1,7,6,7,7,1,331168699.78818774,32694901.094161935,0.11026823932613074,37900485.89253736,47842699.56310011,0.016619341400189145,0.0,88907672.34606405,0.0,0.0,20696082.48629594,0.0,41297524.494572036,50929971.20054293,0.01811727432674941,30700000.0,0.0
2786,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,0,6,0,0,3,0,0,1,0,0,6,3,1,0.0,66507014.9338145,0.0,36168010.054842465,118700628.29513216,0.016820967727513545,16446795.255320456,58926842.49039639,0.014368973620917793,24943208.931344856,8453407.696608048,0.006055257616438035,160044795.6954006,25037214.086173728,0.0694335909308493,217800000.0,0.0
2787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,0,3,0,3,0,1,0,0,1,2,7,5,1,5,1,198620983.35888863,32694901.094161935,0.06645225557187445,3353720.1521367826,114065823.89018795,0.0015143070356157101,11550354.530813359,50962397.12067895,0.010100962693217693,23264714.175618127,6320800.309666242,0.00574271664848842,82271600.24692142,53557815.768892445,0.0355879479065575,0.0,0.0
2788,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,8,7,1,0,0,3,0,10,0,6,1,0,7,5,1,2,1,0.0,71223146.50296113,0.0,0.0,240511138.38105175,0.0,96268858.99054581,24198032.45136138,0.08181249555950347,12626379.155295491,20384338.443195168,0.0030369080895042144,0.0,70903162.7249229,0.0,248500000.0,0.0
2789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,1,0,7,3,2,0,0,1,0,7,2,6,1,3,6,1,0.0,136422954.7271911,0.0,80803347.87604645,38245121.951764055,0.036763131430170154,0.0,95856280.54552633,0.0,23758103.949172616,6320800.309666242,0.0057160665816962985,0.0,79084435.94406682,0.0,0.0,0.0
2790,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7,2,0,0,0,0,0,3,1,0,0,0,2,7,6,1,5,1,0.0,68139002.95605196,0.0,48722880.6886606,42818415.6714978,0.02251934973004556,218221106.5619544,0.0,0.18572235414177912,0.0,15444563.06553661,0.0,33886577.50016288,27578229.96765524,0.014444436920835059,339000000.0,0.0
2791,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,2,0,0,2,0,0,0,0,5,4,0,0,0,4,2,1,4,1,0.0,37255203.23710208,0.0,81294388.54770325,42818415.6714978,0.013105809720995888,86873003.40906274,0.0,0.026378564266362096,0.0,22537573.22754236,0.0,110847516.99188912,0.0,0.017168928980963772,722400000.0,3527.2660464056407
2792,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,4,6,5,2,1,0,3,1,0,0,0,1,7,0,7,6,1,5,4,1,0.0,192825296.71907866,0.0,10237727.11293924,83721931.52190953,0.0017145781266528712,1899245.2148643597,46650169.32145682,0.0005949254133572327,8916695.395603957,6320800.309666242,0.0007586691721437638,0.0,100105457.62015328,0.0,498500000.0,291.3376226688089
2793,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,9,5,1,0,0,9,0,7,7,6,0,2,1,8,6,6,4,1,0.0,186108353.31089115,0.0,0.0,104651657.86617124,0.0,92677330.67768158,40609051.370577164,0.00947020676860251,0.0,52451265.1014088,0.0,58227296.01369419,54355764.74753119,0.003081757522233758,84600000.0,3664.2717643822994
2794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,1,0,7,2,3,6,0,1,0,7,0,7,10,1,0,1,44048844.61972636,82177854.37813279,0.015090847878412108,80803347.87604645,38245121.951764055,0.036763131430170154,0.0,95009852.77927995,0.0,0.0,20319063.206658736,0.0,0.0,44193513.54513965,0.0,256100000.00000003,0.0
